A,B,C,D,E,F,most important category,model,survey,id
No,No,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,1
No,Yes,Yes,No,No,No,B,llama3.1:70b,underreporting,2
No,No,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,3
No,Yes,Yes,Yes,No,No,C,llama3.1:70b,underreporting,4
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,5
No,Yes,No,No,Yes,Yes,F,llama3.1:70b,underreporting,6
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,7
No,Yes,No,Yes,Yes,Yes,F,llama3.1:70b,underreporting,8
No,Yes,No,Yes,Yes,No,B,llama3.1:70b,underreporting,9
No,Yes,Yes,No,Yes,Yes,B,llama3.1:70b,underreporting,10
No,Yes,Yes,No,No,Yes,C,llama3.1:70b,underreporting,11
No,Yes,Yes,No,No,Yes,B,llama3.1:70b,underreporting,12
No,No,No,No,Yes,No,E,llama3.1:70b,underreporting,13
No,Yes,Yes,No,No,Yes,C,llama3.1:70b,underreporting,14
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,15
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,16
No,Yes,Yes,Yes,No,No,B,llama3.1:70b,underreporting,17
No,Yes,Yes,No,No,Yes,C,llama3.1:70b,underreporting,18
No,Yes,Yes,No,Yes,Yes,B,llama3.1:70b,underreporting,19
No,No,Yes,No,No,Yes,C,llama3.1:70b,underreporting,20
No,Yes,No,No,No,Yes,F,llama3.1:70b,underreporting,21
No,Yes,Yes,No,No,Yes,C,llama3.1:70b,underreporting,22
No,Yes,Yes,No,No,Yes,C,llama3.1:70b,underreporting,23
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,24
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,25
No,Yes,No,No,Yes,Yes,F,llama3.1:70b,underreporting,26
No,Yes,Yes,Yes,No,Yes,F,llama3.1:70b,underreporting,27
No,Yes,Yes,No,Yes,Yes,B,llama3.1:70b,underreporting,28
No,Yes,Yes,No,No,Yes,F,llama3.1:70b,underreporting,29
No,Yes,Yes,No,No,Yes,C,llama3.1:70b,underreporting,30
No,Yes,Yes,Yes,No,No,C,llama3.1:70b,underreporting,31
No,Yes,Yes,Yes,No,Yes,F,llama3.1:70b,underreporting,32
No,Yes,Yes,No,Yes,Yes,C,llama3.1:70b,underreporting,33
No,Yes,Yes,No,Yes,Yes,B,llama3.1:70b,underreporting,34
No,Yes,No,Yes,Yes,Yes,F,llama3.1:70b,underreporting,35
No,Yes,Yes,No,No,Yes,B,llama3.1:70b,underreporting,36
No,No,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,37
No,Yes,Yes,No,No,Yes,F,llama3.1:70b,underreporting,38
No,Yes,Yes,No,No,Yes,C,llama3.1:70b,underreporting,39
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,40
No,Yes,Yes,Yes,No,Yes,C,llama3.1:70b,underreporting,41
No,Yes,Yes,No,Yes,Yes,B,llama3.1:70b,underreporting,42
No,Yes,No,No,No,No,B,llama3.1:70b,underreporting,43
Yes,No,No,Yes,Yes,No,E,llama3.1:70b,underreporting,44
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,45
No,Yes,Yes,No,Yes,Yes,B,llama3.1:70b,underreporting,46
No,Yes,Yes,No,No,No,C,llama3.1:70b,underreporting,47
No,Yes,Yes,Yes,No,Yes,B,llama3.1:70b,underreporting,48
No,Yes,Yes,No,No,Yes,C,llama3.1:70b,underreporting,49
No,Yes,Yes,No,No,Yes,B,llama3.1:70b,underreporting,50
No,Yes,Yes,No,Yes,No,B,llama3.1:70b,underreporting,51
No,Yes,Yes,Yes,No,Yes,B,llama3.1:70b,underreporting,52
No,No,Yes,Yes,Yes,No,E,llama3.1:70b,underreporting,53
No,No,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,54
No,Yes,Yes,No,No,Yes,F,llama3.1:70b,underreporting,55
No,Yes,Yes,No,No,Yes,F,llama3.1:70b,underreporting,56
No,No,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,57
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,58
No,Yes,No,Yes,Yes,Yes,B,llama3.1:70b,underreporting,59
No,No,No,Yes,Yes,No,E,llama3.1:70b,underreporting,60
No,No,Yes,No,No,Yes,F,llama3.1:70b,underreporting,61
