A,B,C,D,E,F,most important category,model,survey,id
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,1
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,2
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,3
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,4
No,No,Yes,No,Yes,Yes,F,gemma2:27b,underreporting,5
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,6
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,7
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,8
No,No,Yes,No,Yes,Yes,F,gemma2:27b,underreporting,9
No,Yes,No,No,Yes,Yes,F,gemma2:27b,underreporting,10
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,11
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,12
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,13
No,Yes,Yes,No,No,Yes,F,gemma2:27b,underreporting,14
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,15
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,16
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,17
No,Yes,Yes,No,No,Yes,F,gemma2:27b,underreporting,18
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,19
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,20
No,Yes,Yes,No,Yes,Yes,F,gemma2:27b,underreporting,21
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,22
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,23
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,24
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,25
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,26
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,27
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,28
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,29
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,30
No,No,Yes,No,No,Yes,C,gemma2:27b,underreporting,31
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,32
No,No,Yes,No,No,Yes,C,gemma2:27b,underreporting,33
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,34
No,Yes,Yes,No,No,Yes,F,gemma2:27b,underreporting,35
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,36
No,Yes,No,No,No,Yes,F,gemma2:27b,underreporting,37
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,38
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,39
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,40
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,41
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,42
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,43
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,44
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,45
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,46
No,Yes,Yes,No,No,Yes,F,gemma2:27b,underreporting,47
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,48
No,No,Yes,No,Yes,Yes,F,gemma2:27b,underreporting,49
No,Yes,No,No,Yes,Yes,F,gemma2:27b,underreporting,50
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,51
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,52
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,53
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,54
