A,B,C,D,E,F,most important category,model,survey,id
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,1
No,Yes,No,No,No,Yes,F,gemma2:2b,underreporting,2
No,Yes,Yes,No,No,Yes,F,gemma2:2b,underreporting,3
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,4
No,Yes,Yes,No,No,Yes,F,gemma2:2b,underreporting,5
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,6
No,Yes,Yes,No,No,Yes,F,gemma2:2b,underreporting,7
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,8
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,9
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,10
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,11
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,12
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,13
No,Yes,No,Yes,No,Yes,F,gemma2:2b,underreporting,14
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,15
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,16
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,17
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,18
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,19
No,Yes,Yes,No,No,Yes,F,gemma2:2b,underreporting,20
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,21
No,No,Yes,Yes,No,Yes,C,gemma2:2b,underreporting,22
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,23
No,Yes,Yes,No,No,Yes,F,gemma2:2b,underreporting,24
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,25
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,26
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,27
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,28
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,29
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,30
No,Yes,No,No,No,Yes,F,gemma2:2b,underreporting,31
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,32
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,33
No,Yes,No,No,No,Yes,F,gemma2:2b,underreporting,34
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,35
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,36
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,37
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,38
No,Yes,Yes,No,Yes,Yes,F,gemma2:2b,underreporting,39
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,40
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,41
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,42
No,Yes,No,No,No,Yes,F,gemma2:2b,underreporting,43
No,No,Yes,No,Yes,Yes,F,gemma2:2b,underreporting,44
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,45
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,46
No,Yes,Yes,No,No,Yes,F,gemma2:2b,underreporting,47
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,48
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,49
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,50
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,51
No,Yes,No,No,No,Yes,F,gemma2:2b,underreporting,52
No,Yes,Yes,No,No,Yes,F,gemma2:2b,underreporting,53
No,Yes,No,No,Yes,Yes,F,gemma2:2b,underreporting,54
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,55
No,Yes,No,No,Yes,Yes,F,gemma2:2b,underreporting,56
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,57
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,58
No,Yes,No,No,Yes,Yes,F,gemma2:2b,underreporting,59
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,60
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,61
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,62
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,63
No,No,No,No,Yes,Yes,F,gemma2:2b,underreporting,64
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,65
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,66
No,Yes,Yes,No,No,Yes,F,gemma2:2b,underreporting,67
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,68
No,No,Yes,No,Yes,Yes,F,gemma2:2b,underreporting,69
No,Yes,No,No,No,Yes,F,gemma2:2b,underreporting,70
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,71
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,72
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,73
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,74
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,75
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,76
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,77
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,78
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,79
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,80
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,81
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,82
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,83
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,84
No,No,No,No,No,Yes,F,gemma2:2b,underreporting,85
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,86
No,Yes,No,No,No,Yes,F,gemma2:2b,underreporting,87
No,Yes,Yes,No,No,Yes,C,gemma2:2b,underreporting,88
No,Yes,No,No,No,Yes,F,gemma2:2b,underreporting,89
No,Yes,Yes,No,No,Yes,F,gemma2:2b,underreporting,90
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,91
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,92
No,Yes,No,No,No,Yes,F,gemma2:2b,underreporting,93
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,94
No,Yes,No,Yes,Yes,Yes,F,gemma2:2b,underreporting,95
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,96
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,97
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,98
No,No,Yes,No,No,Yes,F,gemma2:2b,underreporting,99
No,Yes,No,No,Yes,No,B,gemma2:2b,underreporting,100
