A,B,C,D,E,F,most important category,model,survey,id
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,1
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,2
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,3
No,No,Yes,No,Yes,Yes,C,llama3.2:3b,overreporting,4
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,5
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,6
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,7
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,8
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,9
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,10
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,11
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,12
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,13
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,14
No,Yes,No,No,Yes,Yes,F,llama3.2:3b,overreporting,15
No,No,Yes,No,Yes,Yes,C,llama3.2:3b,overreporting,16
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,overreporting,17
No,No,Yes,No,No,Yes,F,llama3.2:3b,overreporting,18
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,19
No,No,No,Yes,Yes,Yes,F,llama3.2:3b,overreporting,20
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,21
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,22
No,No,Yes,No,No,Yes,F,llama3.2:3b,overreporting,23
No,Yes,Yes,No,No,Yes,F,llama3.2:3b,overreporting,24
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,25
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,26
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,27
No,Yes,No,No,Yes,Yes,F,llama3.2:3b,overreporting,28
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,29
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,30
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,31
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,32
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,33
No,Yes,No,No,Yes,Yes,F,llama3.2:3b,overreporting,34
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,35
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,36
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,37
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,38
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,39
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,40
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,41
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,42
No,No,Yes,No,No,Yes,C,llama3.2:3b,overreporting,43
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,44
No,No,Yes,No,Yes,Yes,C,llama3.2:3b,overreporting,45
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,46
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,47
No,No,Yes,No,No,Yes,F,llama3.2:3b,overreporting,48
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,overreporting,49
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,50
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,overreporting,51
No,No,Yes,No,No,Yes,C,llama3.2:3b,overreporting,52
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,53
No,No,No,Yes,No,Yes,F,llama3.2:3b,overreporting,54
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,55
No,Yes,Yes,No,Yes,Yes,F,llama3.2:3b,overreporting,56
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,overreporting,57
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,58
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,59
No,No,Yes,No,No,Yes,F,llama3.2:3b,overreporting,60
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,61
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,overreporting,62
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,63
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,64
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,65
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,overreporting,66
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,67
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,68
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,69
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,70
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,71
No,Yes,Yes,No,Yes,Yes,C,llama3.2:3b,overreporting,72
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,73
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,74
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,75
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,overreporting,76
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,77
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,78
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,79
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,80
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,81
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,82
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,83
No,Yes,No,Yes,Yes,Yes,F,llama3.2:3b,overreporting,84
No,No,Yes,No,No,Yes,C,llama3.2:3b,overreporting,85
No,No,No,No,No,Yes,F,llama3.2:3b,overreporting,86
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,87
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,88
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,89
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,90
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,91
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,92
No,No,Yes,No,No,Yes,F,llama3.2:3b,overreporting,93
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,overreporting,94
No,No,Yes,No,No,Yes,F,llama3.2:3b,overreporting,95
No,No,Yes,No,Yes,Yes,C,llama3.2:3b,overreporting,96
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,97
No,No,No,No,Yes,Yes,F,llama3.2:3b,overreporting,98
No,No,Yes,No,No,Yes,C,llama3.2:3b,overreporting,99
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,overreporting,100
