A,B,C,D,E,F,most important category,model,survey,id
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,1
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,2
No,Yes,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,3
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,4
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,5
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,6
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,7
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,8
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,9
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,10
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,11
No,No,Yes,No,Yes,Yes,C,llama3.2:3b,underreporting,12
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,13
No,Yes,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,14
No,No,Yes,No,No,Yes,C,llama3.2:3b,underreporting,15
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,16
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,17
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,18
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,19
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,20
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,21
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,22
No,No,Yes,No,No,Yes,C,llama3.2:3b,underreporting,23
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,24
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,25
No,Yes,No,No,No,Yes,F,llama3.2:3b,underreporting,26
No,Yes,No,No,Yes,Yes,F,llama3.2:3b,underreporting,27
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,28
No,Yes,No,Yes,Yes,Yes,F,llama3.2:3b,underreporting,29
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,30
No,No,Yes,No,Yes,Yes,C,llama3.2:3b,underreporting,31
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,32
No,No,Yes,No,No,Yes,F,llama3.2:3b,underreporting,33
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,34
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,35
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,36
No,No,Yes,No,No,Yes,C,llama3.2:3b,underreporting,37
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,38
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,39
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,40
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,41
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,42
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,43
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,44
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,45
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,46
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,47
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,48
No,Yes,No,Yes,Yes,Yes,F,llama3.2:3b,underreporting,49
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,50
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,51
No,Yes,No,No,Yes,Yes,F,llama3.2:3b,underreporting,52
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,53
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,54
No,No,Yes,No,No,Yes,F,llama3.2:3b,underreporting,55
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,56
No,Yes,No,Yes,No,Yes,F,llama3.2:3b,underreporting,57
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,58
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,59
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,60
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,61
No,Yes,No,Yes,Yes,Yes,F,llama3.2:3b,underreporting,62
No,No,Yes,No,No,Yes,F,llama3.2:3b,underreporting,63
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,64
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,65
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,66
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,67
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,68
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,69
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,70
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,71
No,Yes,No,No,Yes,Yes,F,llama3.2:3b,underreporting,72
No,No,Yes,Yes,No,Yes,C,llama3.2:3b,underreporting,73
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,74
No,No,Yes,No,No,Yes,F,llama3.2:3b,underreporting,75
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,76
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,77
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,78
No,Yes,No,No,Yes,Yes,F,llama3.2:3b,underreporting,79
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,80
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,81
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,82
No,Yes,No,No,Yes,Yes,F,llama3.2:3b,underreporting,83
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,84
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,85
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,86
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,87
No,Yes,Yes,No,No,Yes,F,llama3.2:3b,underreporting,88
No,Yes,No,Yes,Yes,Yes,F,llama3.2:3b,underreporting,89
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,90
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,91
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,92
No,No,No,No,No,Yes,F,llama3.2:3b,underreporting,93
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,94
No,No,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,95
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,96
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,97
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,98
No,Yes,No,No,Yes,Yes,F,llama3.2:3b,underreporting,99
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,100
