A,B,C,D,E,F,most important category,model,survey,id
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,1
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,2
No,Yes,Yes,No,Yes,No,B,llama3.2:3b,underreporting,3
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,4
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,5
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,6
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,7
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,8
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,9
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,10
Yes,No,Yes,No,No,No,C,llama3.2:3b,underreporting,11
No,No,Yes,No,No,Yes,F,llama3.2:3b,underreporting,12
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,13
No,No,Yes,No,Yes,Yes,C,llama3.2:3b,underreporting,14
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,15
No,No,Yes,No,Yes,No,C,llama3.2:3b,underreporting,16
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,17
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,18
No,Yes,Yes,No,No,Yes,C,llama3.2:3b,underreporting,19
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,20
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,21
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,22
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,23
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,24
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,25
No,No,No,No,Yes,Yes,E,llama3.2:3b,underreporting,26
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,27
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,28
No,No,No,No,Yes,Yes,E,llama3.2:3b,underreporting,29
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,30
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,31
Yes,Yes,No,No,Yes,No,A,llama3.2:3b,underreporting,32
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,33
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,34
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,35
Yes,No,No,Yes,Yes,No,E,llama3.2:3b,underreporting,36
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,37
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,38
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,39
No,No,Yes,No,No,Yes,C,llama3.2:3b,underreporting,40
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,41
No,Yes,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,42
Yes,No,Yes,No,Yes,No,C,llama3.2:3b,underreporting,43
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,44
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,45
No,No,Yes,Yes,Yes,Yes,C,llama3.2:3b,underreporting,46
No,No,Yes,No,Yes,No,C,llama3.2:3b,underreporting,47
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,48
No,No,Yes,Yes,No,Yes,F,llama3.2:3b,underreporting,49
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,50
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,51
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,52
No,No,Yes,No,Yes,No,C,llama3.2:3b,underreporting,53
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,54
No,No,Yes,No,Yes,Yes,C,llama3.2:3b,underreporting,55
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,56
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,57
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,58
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,59
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,60
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,61
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,62
No,Yes,Yes,No,Yes,Yes,C,llama3.2:3b,underreporting,63
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,64
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,65
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,66
No,No,No,No,Yes,Yes,F,llama3.2:3b,underreporting,67
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,68
No,No,Yes,No,Yes,No,C,llama3.2:3b,underreporting,69
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,70
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,71
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,72
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,73
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,74
No,Yes,No,No,Yes,Yes,F,llama3.2:3b,underreporting,75
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,76
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,77
No,No,No,Yes,Yes,No,E,llama3.2:3b,underreporting,78
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,79
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,80
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,81
No,No,Yes,No,No,Yes,C,llama3.2:3b,underreporting,82
No,No,Yes,No,No,Yes,F,llama3.2:3b,underreporting,83
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,84
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,85
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,86
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,87
No,Yes,Yes,No,Yes,Yes,F,llama3.2:3b,underreporting,88
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,89
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,90
No,No,Yes,No,No,Yes,C,llama3.2:3b,underreporting,91
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,92
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,93
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,94
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,95
No,No,Yes,No,Yes,No,E,llama3.2:3b,underreporting,96
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,97
Yes,No,No,No,Yes,No,E,llama3.2:3b,underreporting,98
Yes,No,No,No,Yes,No,A,llama3.2:3b,underreporting,99
No,No,No,No,Yes,No,E,llama3.2:3b,underreporting,100
